"id","run_number","trial","block","stim1","stim2","feedback","choice","outcome","times_too_slow","trial_started","iti_ideal_lag","stim_time","choice_time","reaction_time","correct_choice","feedback_isi","feedback_time","every_ten","experiment_date","experiment_build","site","trial_type","trial_started_next","stim_time_next","iti_ideal","too_slow_lead","bad_trial","outcome_fac","iti_actual","trial_completed","was_slow","was_slow_lead","rt_diff"
221604,4,47,1003,95,-1000,0,0,1,0,414.574086099999,3.78,419.1598932,420.4745683,1.92932060000021,1,2.97,423.5274484,0,2021-05-17 20:54:22,"2-Feb-2021","pitt","accrej",424.613193700001,427.347309799999,2.36,0,FALSE,"win",2.81986139999896,NA,"FALSE","FALSE",0.614645500000222
221604,4,53,1003,127,-1000,0,0,1,0,466.4249353,2.52,469.47651,470.5189556,1.37745739999991,1,3.03,473.595677400001,0,2021-05-17 20:54:22,"2-Feb-2021","pitt","accrej",474.686944999999,479.5433048,4.76,0,FALSE,"win",4.94762739999896,NA,"FALSE","FALSE",0.335011799999902
221604,4,79,1003,122,-1000,1,1,1,0,710.477028900001,2.18,713.386544200001,714.819390000001,1.93433360000017,1,3.79,718.800876400001,0,2021-05-17 20:54:22,"2-Feb-2021","pitt","new_learn",719.9083433,723.586251800001,3.59,0,FALSE,"win",3.78537540000002,NA,"FALSE","FALSE",0.501487800000175
221604,4,82,1003,37,-1000,0,0,0,0,744.119583900001,4.16,749.0942584,750.203088100001,1.75407550000091,1,3.3,753.630438100001,0,2021-05-17 20:54:22,"2-Feb-2021","pitt","accrej",754.7134002,756.907189400001,2.07,0,FALSE,"nothing",2.2767513,NA,"FALSE","FALSE",0.645245799999886
221604,4,84,1003,16,-1000,0,0,1,0,761.280103000001,5,766.9732625,768.3627961,1.93563480000012,1,3.44,771.844327000001,0,2021-05-17 20:54:22,"2-Feb-2021","pitt","accrej",NA,NA,NA,NA,FALSE,"win",NA,NA,"FALSE",NA,0.546101200000184
221839,1,4,1000,41,-1000,0,0,1,0,31.0908150672913,2.09,33.4529340267181,35.4342620372772,2.20214796066284,1,4.48,39.9991829395294,0,2021-09-22 20:00:34,"2-Feb-2021","pitt","accrej",41.0915410518646,44.3967890739441,3.25,0,FALSE,"win",3.3976061344147,NA,"FALSE","FALSE",0.220819950103737
221849,2,36,1001,26,-1000,0,1,1,0,325.5711232,2.3,328.493957,330.2006303,2.12521340000012,1,1.6,331.8790205,0,2021-05-18 21:58:41,"2-Feb-2021","pitt","accrej",333.0007965,336.79943,3.5,0,FALSE,"win",3.92040949999995,NA,"FALSE","FALSE",0.418540100000143
221849,2,42,1001,44,-1000,0,0,0,0,378.3531442,5.87,384.7528324,386.0077665,1.61258240000006,1,1.42,387.468443,0,2021-05-18 21:58:41,"2-Feb-2021","pitt","accrej",388.5157281,392.0102003,3.36,0,FALSE,"nothing",3.54175730000003,NA,"FALSE","FALSE",0.357648300000046
221849,2,76,1001,18,-1000,0,1,0,0,692.7992066,1.97,695.3800827,697.4552538,2.5449966000001,1,3.66,701.1537511,0,2021-05-18 21:58:41,"2-Feb-2021","pitt","accrej",702.2356906,705.2712748,2.95,0,FALSE,"nothing",3.11752369999999,NA,"FALSE","FALSE",0.469825500000066
221849,4,36,1003,106,-1000,0,0,1,0,317.8326354,1.8,320.536515899999,321.4464583,1.49227250000058,1,1.4,322.8905464,0,2021-05-18 21:58:41,"2-Feb-2021","pitt","accrej",324.0104044,326.273311399999,2.11,0,FALSE,"win",2.38276499999898,NA,"FALSE","FALSE",0.58233009999958
221960,1,4,1000,75,-1000,0,1,1,0,35.9198679924011,2.09,38.3266880512238,40.3329219818115,2.26529407501221,1,4.48,44.8924770355225,0,2021-12-07 21:57:43,"2-Feb-2021","pitt","accrej",45.9608809947968,49.2670941352844,3.25,0,FALSE,"win",3.37461709976191,NA,"FALSE","FALSE",0.259060144424506
440099,1,4,1000,81,-1000,0,1,1,0,30.6316058635712,2.09,32.9991009235382,35.6557538509369,2.87596607208252,1,4.48,40.2038350105286,0,2021-11-10 20:22:35,"2-Feb-2021","pitt","accrej",41.2631599903107,44.5639798641205,3.25,0,FALSE,"win",3.3601448535919,NA,"FALSE","FALSE",0.219313144683824
440108,1,4,1000,55,-1000,0,0,1,0,28.44895195961,2.09,30.8688249588013,32.7922990322113,2.21158289909363,1,4.48,37.3546850681305,0,2021-12-01 14:40:28,"2-Feb-2021","pitt","accrej",38.4283769130707,41.7224650382996,3.25,0,FALSE,"win",3.3677799701691,NA,"FALSE","FALSE",0.288108825683635
440195,1,4,1000,27,-1000,0,0,1,0,29.5834310054779,2.09,31.9510490894318,34.5126020908356,2.78252601623535,0,4.48,39.0797731876373,0,2021-10-25 21:01:44,"2-Feb-2021","pitt","accrej",40.1597290039062,43.4662010669708,3.25,0,FALSE,"win",3.3864278793335,NA,"FALSE","FALSE",0.220973014831552
440197,1,4,1000,96,-1000,0,1,1,0,30.402792930603,2.09,32.7722990512848,34.6035079956055,2.05088901519775,1,4.48,39.1382739543915,0,2021-10-20 20:18:38,"2-Feb-2021","pitt","accrej",40.2240459918976,43.5375828742981,3.25,0,FALSE,"win",3.3993089199066,NA,"FALSE","FALSE",0.21968007087705
440220,1,4,1000,52,-1000,0,0,1,0,30.7064259052277,2.09,33.074728012085,35.183413028717,2.32519197463989,1,4.48,39.75714802742,0,2021-10-11 20:27:14,"2-Feb-2021","pitt","accrej",49.2505350112915,52.5552909374237,3.25,1,FALSE,"win",11.7981429100037,NA,"FALSE","TRUE",0.216506958007888
440242,1,4,1000,17,-1000,0,0,1,0,28.0069661140442,2.09,30.3743319511414,31.930969953537,1.78630685806274,1,4.48,36.4901950359344,0,2021-10-26 20:59:08,"2-Feb-2021","pitt","accrej",37.5867340564728,40.9067759513855,3.25,0,FALSE,"win",3.4165809154511,NA,"FALSE","FALSE",0.229668855667138
