Block	TRIAL	TYPE	TR Time
1003 	 310 	 1 	 509.903814 
1003 	 310 	 3 	 511.810068 
1003 	 310 	 3 	 512.444369 
1003 	 310 	 3 	 513.079443 
1003 	 310 	 3 	 513.714378 
1003 	 310 	 3 	 514.349559 
1003 	 310 	 3 	 514.984777 
1003 	 310 	 3 	 515.619529 
1003 	 310 	 3 	 516.253594 
1003 	 310 	 41 	 516.889813 
1003 	 310 	 41 	 517.524543 
1003 	 311 	 1 	 518.160007 
1003 	 311 	 1 	 518.794732 
1003 	 311 	 1 	 519.429573 
1003 	 311 	 3 	 521.334328 
1003 	 311 	 3 	 521.969365 
1003 	 311 	 3 	 522.604594 
1003 	 311 	 3 	 523.238589 
1003 	 311 	 3 	 523.874830 
1003 	 311 	 3 	 524.509396 
1003 	 311 	 3 	 525.144739 
1003 	 311 	 3 	 525.779725 
1003 	 311 	 40 	 526.414819 
1003 	 311 	 40 	 527.049819 
1003 	 312 	 1 	 527.684826 
1003 	 312 	 1 	 528.319749 
1003 	 312 	 1 	 528.954612 
1003 	 312 	 1 	 529.589857 
1003 	 312 	 3 	 531.494356 
1003 	 312 	 3 	 532.129404 
1003 	 312 	 3 	 532.764410 
1003 	 312 	 3 	 533.399617 
1003 	 312 	 41 	 534.034428 
1003 	 312 	 41 	 534.669802 
1003 	 312 	 9 	 535.304607 
1003 	 312 	 9 	 535.939690 
1003 	 312 	 9 	 536.574538 
1003 	 312 	 9 	 537.209812 
1003 	 313 	 1 	 537.845135 
1003 	 313 	 1 	 538.479661 
1003 	 313 	 1 	 539.114650 
1003 	 313 	 7 	 541.019453 
1003 	 313 	 7 	 541.654911 
1003 	 313 	 7 	 542.289890 
1003 	 313 	 7 	 542.924649 
1003 	 313 	 7 	 543.559636 
1003 	 313 	 7 	 544.194559 
1003 	 313 	 7 	 544.829565 
1003 	 313 	 8 	 545.464442 
1003 	 313 	 8 	 546.099446 
1003 	 314 	 1 	 546.734916 
1003 	 314 	 1 	 547.369933 
1003 	 314 	 1 	 548.004762 
1003 	 314 	 1 	 548.639869 
1003 	 314 	 1 	 549.274666 
1003 	 314 	 1 	 549.909923 
1003 	 314 	 1 	 550.544904 
1003 	 314 	 3 	 553.084897 
1003 	 314 	 3 	 553.719709 
1003 	 314 	 3 	 554.354583 
1003 	 314 	 3 	 554.989574 
1003 	 314 	 3 	 555.624631 
1003 	 314 	 3 	 556.259675 
1003 	 314 	 3 	 556.894911 
1003 	 314 	 40 	 557.528702 
1003 	 314 	 40 	 558.164683 
1003 	 315 	 1 	 558.800201 
1003 	 315 	 1 	 559.434588 
1003 	 315 	 1 	 560.069890 
1003 	 315 	 1 	 560.704951 
1003 	 315 	 1 	 561.339895 
1003 	 315 	 1 	 561.974639 
1003 	 315 	 7 	 563.244501 
1003 	 315 	 7 	 563.879919 
1003 	 315 	 7 	 564.514869 
1003 	 315 	 7 	 565.149772 
1003 	 315 	 7 	 565.784666 
1003 	 315 	 8 	 566.419550 
1003 	 315 	 8 	 567.054490 
1003 	 316 	 1 	 567.690260 
1003 	 316 	 1 	 568.325011 
1003 	 316 	 1 	 568.959981 
1003 	 316 	 1 	 569.594546 
1003 	 316 	 1 	 570.229904 
1003 	 316 	 3 	 572.134570 
1003 	 316 	 3 	 572.769566 
1003 	 316 	 3 	 573.404653 
1003 	 316 	 3 	 574.039720 
1003 	 316 	 3 	 574.674760 
1003 	 316 	 3 	 575.309942 
1003 	 316 	 3 	 575.944649 
1003 	 316 	 40 	 577.214779 
1003 	 317 	 1 	 577.849840 
1003 	 317 	 1 	 578.484957 
1003 	 317 	 1 	 579.120017 
1003 	 317 	 1 	 579.754941 
1003 	 317 	 1 	 580.389644 
1003 	 317 	 1 	 581.024776 
1003 	 317 	 7 	 582.294593 
1003 	 317 	 7 	 582.929987 
1003 	 317 	 8 	 583.565025 
1003 	 318 	 1 	 584.199578 
1003 	 318 	 1 	 584.834958 
1003 	 318 	 1 	 585.469837 
1003 	 318 	 1 	 586.105241 
1003 	 318 	 3 	 588.644993 
1003 	 318 	 3 	 589.279802 
1003 	 318 	 3 	 589.914803 
1003 	 318 	 3 	 590.549806 
1003 	 318 	 41 	 591.185006 
1003 	 319 	 1 	 592.455310 
1003 	 319 	 1 	 593.090041 
1003 	 319 	 1 	 593.724814 
1003 	 319 	 7 	 595.629853 
1003 	 319 	 7 	 596.264789 
1003 	 319 	 7 	 596.900011 
1003 	 319 	 7 	 597.534994 
1003 	 319 	 7 	 598.169743 
1003 	 319 	 7 	 598.805911 
1003 	 319 	 7 	 599.439826 
1003 	 319 	 7 	 600.074750 
1003 	 319 	 8 	 600.710213 
1003 	 320 	 1 	 601.344641 
1003 	 320 	 1 	 601.980088 
1003 	 320 	 1 	 602.615089 
1003 	 320 	 1 	 603.249854 
1003 	 320 	 3 	 605.791065 
1003 	 320 	 3 	 606.425007 
1003 	 320 	 3 	 607.060081 
1003 	 320 	 3 	 607.694781 
1003 	 320 	 41 	 608.329661 
1003 	 320 	 41 	 608.964973 
1003 	 321 	 1 	 609.600150 
1003 	 321 	 1 	 610.234773 
1003 	 321 	 1 	 610.870074 
1003 	 321 	 1 	 611.505081 
1003 	 321 	 1 	 612.140238 
1003 	 321 	 3 	 615.314971 
1003 	 321 	 3 	 615.949906 
1003 	 321 	 3 	 616.584902 
1003 	 321 	 3 	 617.219841 
1003 	 321 	 3 	 617.855106 
1003 	 321 	 3 	 618.489871 
1003 	 321 	 3 	 619.126080 
1003 	 321 	 3 	 619.760750 
1003 	 321 	 40 	 620.395110 
1003 	 321 	 40 	 621.029927 
1003 	 322 	 1 	 621.665386 
1003 	 322 	 1 	 622.300256 
1003 	 322 	 1 	 622.935079 
1003 	 322 	 1 	 623.570110 
1003 	 322 	 1 	 624.205112 
1003 	 322 	 1 	 624.840100 
1003 	 322 	 1 	 625.475112 
1003 	 322 	 7 	 628.014789 
1003 	 322 	 7 	 628.649969 
1003 	 322 	 7 	 629.285181 
1003 	 322 	 7 	 629.919934 
1003 	 322 	 7 	 630.554800 
1003 	 322 	 8 	 631.189691 
1003 	 322 	 8 	 631.824899 
1003 	 322 	 8 	 631.189691 
1003 	 322 	 8 	 631.824899 
1003 	 322 	 9 	 632.460112 
1003 	 322 	 9 	 633.095750 
1003 	 322 	 9 	 633.729794 
1003 	 322 	 9 	 634.364783 
1003 	 323 	 1 	 635.000435 
1003 	 323 	 1 	 635.635009 
1003 	 323 	 1 	 636.269858 
1003 	 323 	 1 	 636.904734 
1003 	 323 	 1 	 637.540151 
1003 	 323 	 1 	 638.175383 
1003 	 323 	 1 	 638.810169 
1003 	 323 	 1 	 639.446177 
1003 	 323 	 1 	 640.081134 
1003 	 323 	 7 	 642.620101 
1003 	 323 	 7 	 643.254826 
1003 	 323 	 7 	 643.889947 
1003 	 323 	 7 	 644.524967 
1003 	 323 	 7 	 645.159945 
1003 	 323 	 7 	 645.795114 
1003 	 323 	 7 	 646.430879 
1003 	 323 	 8 	 647.066248 
1003 	 323 	 8 	 647.699849 
1003 	 324 	 1 	 648.335406 
1003 	 324 	 1 	 648.970207 
1003 	 324 	 1 	 649.605109 
1003 	 324 	 1 	 650.240228 
1003 	 324 	 1 	 650.875107 
1003 	 324 	 3 	 652.779811 
1003 	 324 	 3 	 653.416133 
1003 	 324 	 3 	 654.050809 
1003 	 324 	 3 	 654.684899 
1003 	 324 	 3 	 655.319922 
1003 	 324 	 3 	 655.954918 
1003 	 324 	 3 	 656.589939 
1003 	 324 	 40 	 657.225173 
1003 	 325 	 1 	 657.859754 
1003 	 325 	 1 	 658.495170 
1003 	 325 	 1 	 659.130113 
1003 	 325 	 1 	 659.765142 
1003 	 325 	 1 	 660.401144 
1003 	 325 	 7 	 662.305107 
1003 	 325 	 7 	 662.939960 
1003 	 325 	 7 	 663.575238 
1003 	 325 	 7 	 664.209958 
1003 	 325 	 7 	 664.844933 
1003 	 325 	 8 	 665.479802 
1003 	 325 	 8 	 666.114833 
1003 	 326 	 1 	 666.751293 
1003 	 326 	 1 	 667.386256 
1003 	 326 	 1 	 668.021130 
1003 	 326 	 1 	 668.654957 
1003 	 326 	 7 	 669.924778 
1003 	 326 	 7 	 670.559827 
1003 	 326 	 7 	 671.194933 
1003 	 326 	 7 	 671.829948 
1003 	 326 	 7 	 672.465032 
1003 	 326 	 7 	 673.099963 
1003 	 326 	 7 	 673.735925 
1003 	 326 	 7 	 674.370998 
1003 	 326 	 7 	 675.004919 
1003 	 326 	 8 	 675.640251 
1003 	 327 	 1 	 676.274776 
1003 	 327 	 1 	 676.909836 
1003 	 327 	 1 	 677.544995 
1003 	 327 	 1 	 678.180038 
1003 	 327 	 1 	 678.815276 
1003 	 327 	 1 	 679.450276 
1003 	 327 	 1 	 680.085035 
1003 	 327 	 1 	 680.721174 
1003 	 327 	 3 	 683.259796 
1003 	 327 	 3 	 683.895308 
1003 	 327 	 3 	 684.530026 
1003 	 327 	 3 	 685.164930 
1003 	 327 	 3 	 685.799991 
1003 	 327 	 3 	 686.435080 
1003 	 327 	 3 	 687.071012 
1003 	 327 	 40 	 687.705799 
1003 	 327 	 40 	 688.340836 
1003 	 328 	 1 	 688.975345 
1003 	 328 	 1 	 689.610276 
1003 	 328 	 1 	 690.245308 
1003 	 328 	 1 	 690.879950 
1003 	 328 	 3 	 692.785275 
1003 	 328 	 3 	 693.419980 
1003 	 328 	 3 	 694.056019 
1003 	 328 	 3 	 694.691024 
1003 	 328 	 41 	 695.326336 
1003 	 328 	 41 	 695.960277 
1003 	 329 	 1 	 696.595446 
1003 	 329 	 1 	 697.230298 
1003 	 329 	 1 	 697.865299 
1003 	 329 	 7 	 700.405075 
1003 	 329 	 7 	 701.041174 
1003 	 329 	 8 	 701.676264 
1003 	 329 	 8 	 702.310850 
1003 	 329 	 8 	 701.676264 
1003 	 329 	 8 	 702.310850 
1003 	 330 	 1 	 702.945572 
1003 	 330 	 1 	 703.580042 
1003 	 330 	 1 	 704.215051 
1003 	 330 	 1 	 704.850519 
1003 	 330 	 1 	 705.484916 
1003 	 330 	 1 	 706.120039 
1003 	 330 	 1 	 706.755016 
1003 	 330 	 1 	 707.391330 
1003 	 330 	 1 	 708.026286 
1003 	 330 	 1 	 708.661282 
1003 	 330 	 1 	 709.296299 
1003 	 330 	 3 	 711.199827 
1003 	 330 	 3 	 711.834781 
1003 	 330 	 3 	 712.470062 
1003 	 330 	 3 	 713.104942 
1003 	 330 	 41 	 713.739834 
1003 	 330 	 41 	 714.375884 
1003 	 331 	 1 	 715.011591 
1003 	 331 	 1 	 715.646317 
1003 	 331 	 1 	 716.281307 
1003 	 331 	 7 	 718.184852 
1003 	 331 	 7 	 718.819885 
1003 	 331 	 7 	 719.454863 
1003 	 331 	 7 	 720.089911 
1003 	 331 	 7 	 720.725176 
1003 	 331 	 7 	 721.360856 
1003 	 331 	 8 	 721.995847 
1003 	 331 	 8 	 722.630876 
1003 	 331 	 8 	 721.995847 
1003 	 331 	 8 	 722.630876 
1003 	 332 	 1 	 723.266360 
1003 	 332 	 1 	 723.900075 
1003 	 332 	 1 	 724.534989 
1003 	 332 	 1 	 725.170057 
1003 	 332 	 1 	 725.805225 
1003 	 332 	 1 	 726.440303 
1003 	 332 	 3 	 727.711096 
1003 	 332 	 3 	 728.345998 
1003 	 332 	 3 	 728.981267 
1003 	 332 	 3 	 729.616225 
1003 	 332 	 42 	 730.250861 
1003 	 332 	 42 	 730.884847 
1003 	 332 	 9 	 731.520015 
1003 	 332 	 9 	 732.155220 
1003 	 332 	 9 	 732.789906 
1003 	 332 	 9 	 733.425075 
1003 	 333 	 1 	 734.060618 
1003 	 333 	 1 	 734.696334 
1003 	 333 	 1 	 735.331319 
1003 	 333 	 1 	 735.966175 
1003 	 333 	 1 	 736.601319 
1003 	 333 	 1 	 737.236532 
1003 	 333 	 1 	 737.870318 
1003 	 333 	 1 	 738.505082 
1003 	 333 	 1 	 739.140346 
1003 	 333 	 1 	 739.775096 
1003 	 333 	 3 	 741.681274 
1003 	 333 	 3 	 742.316056 
1003 	 333 	 3 	 742.951027 
1003 	 333 	 3 	 743.585878 
1003 	 333 	 3 	 744.220037 
1003 	 333 	 3 	 745.490546 
1003 	 333 	 3 	 746.125322 
1003 	 333 	 40 	 746.760161 
1003 	 334 	 1 	 747.395571 
1003 	 334 	 1 	 748.030106 
1003 	 334 	 1 	 748.666257 
1003 	 334 	 1 	 749.301331 
1003 	 334 	 1 	 749.936344 
1003 	 334 	 1 	 750.571086 
1003 	 334 	 1 	 751.206184 
1003 	 334 	 7 	 753.110402 
1003 	 334 	 7 	 753.745103 
1003 	 334 	 7 	 754.380140 
1003 	 334 	 7 	 755.016027 
1003 	 334 	 7 	 755.651097 
1003 	 334 	 8 	 756.286415 
1003 	 334 	 8 	 756.921120 
1003 	 335 	 1 	 757.556269 
1003 	 335 	 1 	 758.191310 
1003 	 335 	 1 	 758.825143 
1003 	 335 	 3 	 760.730334 
1003 	 335 	 3 	 761.365066 
1003 	 335 	 3 	 762.000142 
1003 	 335 	 3 	 762.635955 
1003 	 335 	 40 	 763.271356 
1003 	 336 	 1 	 763.905958 
1003 	 336 	 1 	 764.540924 
1003 	 336 	 1 	 765.175361 
1003 	 336 	 1 	 765.810487 
1003 	 336 	 1 	 766.445103 
1003 	 336 	 1 	 767.080136 
1003 	 336 	 1 	 767.715331 
1003 	 336 	 1 	 768.350359 
1003 	 336 	 7 	 770.256315 
1003 	 336 	 7 	 770.891095 
1003 	 336 	 7 	 771.526147 
1003 	 336 	 7 	 772.160421 
1003 	 336 	 7 	 772.795001 
1003 	 336 	 8 	 773.429962 
1003 	 336 	 8 	 774.064907 
